SKU,Brand,Product Name,Current Price,Price per unit,Unit Size,Previous Price,On Special,Suppliers,Category,Availability,URL,Date
3221243P,San Remo,Creamy Cheese Flavour Pasta & Sauce Single Snack,1.0,$1.25 per 100G,80g,,,['68021 SAN REMO MACARONI CO P/L ACCT 1'],pantry,Available,https://shop.coles.com.au/a/national/product/san-remo-single-snack-creamy-cheese,2021-04-23
5895907P,Lighthouse,"Cake, Sponge & Steamed Bun Self Raising Flour",3.75,$3.75 per 1Kg,1kg,,,['2488 ANCHOR FOODS'],pantry,Available,https://shop.coles.com.au/a/national/product/anchor-lighthouse-flour-self-raising-biscuit,2021-04-23
6481058P,Healthy Baker,Flour Self Raising,3.0,$3.00 per 1Kg,1kg,,,['939529 MANILDRA G'],mothers-day,Available,https://shop.coles.com.au/a/national/product/healthy-baker-flour-self-raising,2021-04-23
5382152P,Fountain,Thick Mint Sauce,2.5,$1.00 per 100mL,250mL,,,['9709 CEREBOS AUST LTD'],pantry,Available,https://shop.coles.com.au/a/national/product/fountain-thick-mint-sauce,2021-04-23
3237855P,McCain,Man Size Butter Chicken,6.0,$1.25 per 100G,480g,8.0,Specials,['32557 MCCAIN FOOD AUST P/L'],frozen,Available,https://shop.coles.com.au/a/national/product/mccain-man-size-butter-chicken,2021-04-23
5860221P,Uncle Ben's,Microwave Tomato Basil Rice,2.5,$1.00 per 100G,250g,3.25,Specials,['30791 MARS AUST'],pantry,Available,https://shop.coles.com.au/a/national/product/uncle-bens-express-rice-tomato-basil,2021-04-23
3084608P,Infuzions,Veggie Straws Sour Cream & Herb Flavour,3.5,$3.50 per 100G,100g,,,['966365 MAJANS P/L'],pantry,Available,https://shop.coles.com.au/a/national/product/majans-infusions-3084608p,2021-04-23
8700800P,Coles,Double Adaptor Flat Right Hand 2400W,2.25,$2.25 per 1Ea,1 pack,,,"['741817 AC BRIDGE AUST P/L', '965369 NINGBO UNITED CABLE CO LTD', '937990 RINGGRIP CLICK P/L (PRIVATE LABE', '145823 OVERSEAS SUPPLIER']",household,Available,https://shop.coles.com.au/a/national/product/coles-adaptor-double-flat-right-hand,2021-04-23
1382536P,Sunrice,Organic Brown Rice,2.8,$1.12 per 100G,250g,,,['42030 SUNRICE'],pantry,Available,https://shop.coles.com.au/a/national/product/sunrice-rice-organic-brown-1382536p,2021-04-23
9777050P,Bertocchi,Mortadella Olive,1.25,$10.00 per 1Kg,approx. 125g,1.5625,Specials,"['328677 PRIMO FOODS PTY LTD', '151572 BERTOCCHI SMALLGOODS P/L']",meat-seafood-deli,Available,https://shop.coles.com.au/a/national/product/mortadella-olive,2021-04-23
3519755P,Coles,I'M Free From Beef Pies,8.0,$2.35 per 100G,340g,,,['974808 GLUTEN FREE BAKEHOUSE'],frozen,Available,https://shop.coles.com.au/a/national/product/coles-gluten-free-beef-pie,2021-04-23
9860427P,Babylove,Unisex Stretchy Walker Nappy Pants 12-17 Kg Size 5,27.0,$0.54 per 1Ea,50 pack,,,['386332 UNICHARM AUSTRALASIA'],baby,Available,https://shop.coles.com.au/a/national/product/babylove--nappy-pants-jumbo-walker-12-17kg,2021-04-23
6848844P,OC Naturals,2 In 1 Ani-Dandruff Conditioning Shampoo,3.5,$0.88 per 100mL,400mL,,,['653217 NATURES OR'],health-beauty,Available,https://shop.coles.com.au/a/national/product/organic-care-anti-dandruff-2-in-1-shampoo-conditioner,2021-04-23
3467902P,Senza,Gluten Free Pizza Base,5.0,$2.27 per 100G,220g,,,['976025 SENZA WELLNESS FOODS PTY LTD'],dairy--eggs-meals,Available,https://shop.coles.com.au/a/national/product/gluten-free-pizza-base,2021-04-23
9837731P,Coles,Diced Peaches in Syrup 4 pack,2.0,$4.17 per 1Kg,480g,,,"['145823 OVERSEAS SUPPLIER', '952725 LEGEND GLOBE TRADING LTD', '940522 NOON INTL AUST P/L (HOUSEBRAND)']",kids-lunch-box,Available,https://shop.coles.com.au/a/national/product/coles-fruit-cups-peaches-in-syrup-4-pack,2021-04-23
7766723P,Cottee's,Apple & Raspberry Cordial,4.2,$4.20 per 1L,1L,,,['44059 ASAHI BEVERAGES PTY LTD'],drinks,Available,https://shop.coles.com.au/a/national/product/cottees-cordial-apple-raspberry,2021-04-23
3653124P,David's,Kosher Salt,4.4,$0.97 per 100G,453g,5.5,Specials,['973087 BENEDIKT IMPORTS CROSS DOCK'],international-foods,Available,https://shop.coles.com.au/a/national/product/davids-kosher-salt,2021-04-23
9501876P,Coles,Organic Raw Sugar,2.85,$2.85 per 1Kg,1kg,,,"['970961 BUNDABERG SUGAR LTD', '954429 DAABON ORGANIC AUST P/L (HOUSEBR', '953505 Z MILLS (HOUSEBRAND)', '926702 KRIEDEMANN FARMS']",pantry,Available,https://shop.coles.com.au/a/national/product/coles-sugar-raw-organic,2021-04-23
7572126P,Rafferty's Garden,Pureed Pear & Apricot 4+ Months,1.5,$1.25 per 100G,120g,,,"[""964409 RAFFERTY'S GARDEN P/L"", ""953453 RAFFERTY'S GARDEN LTD"", ""970237 RAFFERTY'S GARDEN AUST""]",baby,Available,https://shop.coles.com.au/a/national/product/raffertys-garden-4-months-baby-food-pear-apricot,2021-04-23
3655119P,Coles,Natures Kitchen Plain Tempeh,5.0,$1.67 per 100G,300g,,,['728292 NUTRISOY P/L'],pantry,Available,https://shop.coles.com.au/a/national/product/coles-natures-kitchen-plain-temph,2021-04-23
3816411P,Coles,Premium Apricot Jam,2.35,$0.68 per 100G,345g,,,"['968715 MATERNE CONFILUX (HOUSEBRAND)', '939013 COLES SUPERMARKETS P/L', ""975702 ANDROS BARKER'S AUSTRALIA"", '980056 MATERNE CONFILUX (COLESBRAND)']",mothers-day,Available,https://shop.coles.com.au/a/national/product/coles-premium-apricot-jam,2021-04-23
7117243P,South Cape,Danish Style Fetta,5.0,$25.00 per 1Kg,200g,6.0,Specials,"['988709 SAPUTO DAIRY AUSTRALIA (SDA4)', '971478 WARRNAMBOOL CHEESE & BUTTER', '265454 LD & D AUST P/L', '940719 ECOAUS P/L']",entertaining-at-home,Available,https://shop.coles.com.au/a/national/product/south-cape-cheese-feta-tasmanian,2021-04-23
2862173P,Dove,Men+Care Antiperspirant Roll On Deodorant Cool Fresh,3.9,$7.80 per 100mL,50mL,,,['26867 UNILEVER A/ASIA HOME &PERSONAL C'],health-beauty,Available,https://shop.coles.com.au/a/national/product/dove-men--care-roll-on-cool-fresh-antiperspirant,2021-04-23
189712P,Bega,Tasty Cheese Block,8.0,$16.00 per 1Kg,500g,9.0,Specials,['322385 FONTERRA BRANDS (AUST) P/L'],mothers-day,Available,https://shop.coles.com.au/a/national/product/bega-cheese-block-tasty,2021-04-23
1442525P,Magazine,Pink,9.99,,1 each,,,['19771 OVATO RETAIL DISTRIBUTION PTY LT'],household,Available,https://shop.coles.com.au/a/national/product/magazine-pink,2021-04-23
3626380P,Cadbury,Crunchie Ice Cream Tub,9.0,$0.75 per 100mL,1.2L,,,['968585 PETERS ICE CREAM'],frozen,Available,https://shop.coles.com.au/a/national/product/cadbury-crunchie-ice-cram,2021-04-23
3778006P,Aveeno,Baby Daily Lotion,18.0,$3.38 per 100mL,532mL,,,['24058 JOHNSON & JOHNSON PACIFIC P/L'],baby,Available,https://shop.coles.com.au/a/national/product/aveno-baby-dailt-lotion,2021-04-23
8549221P,Bonne Maman,Fruit of the Forest Jam,5.2,$1.41 per 100G,370g,,,"['606651 BOTANY INTL FOODS P/L', '14613 EXCLUSIVE FOOD HOUSES', ""975702 ANDROS BARKER'S AUSTRALIA"", '170135 QLD INDEPENDENT WHOLESALERS', '64122 MENORA FOODS P/L', '650676 AVO TRADING P/L']",kids-lunch-box,Available,https://shop.coles.com.au/a/national/product/bonne-maman-jam-fruit-of-the-forest,2021-04-23
3162188P,Coles,Beef T-Bone Steak,10.26,$27.00 per 1Kg,approx. 380g,,,"['931767 SOMERVILLE RETAIL SERVICES P/L', '971765 RROA', '650790 AUSTRALIAN COUNTRY CHOICE', '656186 COLES SUPERMARKETS (EXP)']",meat-seafood-deli,Available,https://shop.coles.com.au/a/national/product/coles-beef-t-bone-steak-3162188p,2021-04-23
7451879P,Coles,Pork Loin Chops,8.432,$17.00 per 1Kg,approx. 496g,,,"['650790 AUSTRALIAN COUNTRY CHOICE', '931767 SOMERVILLE RETAIL SERVICES P/L', '971765 RROA', '971010 PRIME LINK', '656186 COLES SUPERMARKETS (EXP)']",meat-seafood-deli,Available,https://shop.coles.com.au/a/national/product/coles-pork-loin-chops-2-3-pieces,2021-04-23
3568660P,St Tropez,Self Tan Express Mini Mousse,35.0,$35.00 per 100mL,100mL,,,['970269 PZ CUSSONS BEAUTY AUST'],health-beauty,Available,https://shop.coles.com.au/a/national/product/st-tropez-self-tan-express-mousse-mini,2021-04-23
7984611P,Temptation,Frozen Petite Quiches Variety 30 Pack,9.0,$1.80 per 100G,500g,10.0,Specials,['957693 TEMPTATION BAKERIES P/L (SA)'],frozen,Available,https://shop.coles.com.au/a/national/product/temptation-quiche-petite-variety-pack-frozen,2021-04-23
3739784P,Oki,Fried Chicken Coating Hot Spicy,1.7,$1.42 per 100G,120g,,,"[""979783 YUEN'S MARKET TRADING CO"", ""953623 YUEN'S MARKET TRADING CO""]",international-foods,Available,https://shop.coles.com.au/a/national/product/oki-fried-chicken-coating-hot-spicy,2021-04-23
3714546P,Harry Ramsden,Chip Shop Curry Sauce,1.8,$3.75 per 100G,48g,2.0,Specials,['954258 BRITISH PROVENDER P/L'],international-foods,Available,https://shop.coles.com.au/a/national/product/harry-ramsden-chip-shop-curry-sauce,2021-04-23
7171464P,Coles,Cinnamon Swirl,3.0,$1.50 per 1Ea,2 pack,,,['656186 COLES SUPERMARKETS (EXP)'],bakery,Available,https://shop.coles.com.au/a/national/product/coles-bakery-danish-cinnamon-swirl-baked-in-store,2021-04-23
3084233P,Panadol,Extra with Optizorb Paracetamol Pain Relief Caplets,5.0,$0.50 per 1Ea,10 pack,,,['971903 GLAXOSMITHKLINE CONSUMER HEALTHC'],health-beauty,Available,https://shop.coles.com.au/a/national/product/panadol-extra-bpi-caplet,2021-04-23
3687352P,Coles,Kids Birthday Badge,2.5,$2.50 per 1Ea,1 each,,,['962438 H & H ASIA LTD'],household,Available,https://shop.coles.com.au/a/national/product/coles-kids-birthday-badge,2021-04-23
2321275P,Ogx,Hevenly Hydration Cherry Blossom Conditioner,20.0,$5.19 per 100mL,385mL,,,"['971925 OGX BEAUTY AU PTY LTD', '24058 JOHNSON & JOHNSON PACIFIC P/L', '970016 Vogue International LLC']",health-beauty,Available,https://shop.coles.com.au/a/national/product/organix-hevenly-hydration-cherry-blossom-conditioner,2021-04-23
9475845P,Continental,Curried Sausages Recipe Base Serves 4,1.6,$4.57 per 100G,35g,,Specials,['421901 UNILEVER A/ASIA FOODS'],pantry,Available,https://shop.coles.com.au/a/national/product/continental-recipe-mix-curried-sausages,2021-04-23
5060746P,Twinings,Lemon Green Tea Bags 50 pack,7.0,$7.00 per 100G,100g,,,['941157 AB FOOD &'],drinks,Available,https://shop.coles.com.au/a/national/product/twinings-tea-bags-green-tea-lemon-5060746p,2021-04-23
4221985P,The Cheesecake Shop,Cheesecake Cup Passionfruit,3.0,$3.00 per 100G,100g,,,"['656186 COLES SUPERMARKETS (EXP)', '987193 UNITED NETWORK SUPPLIERS']",pantry,Available,https://shop.coles.com.au/a/national/product/chesecake-cup-passionfrt,2021-04-23
4267636P,Arnott's,Tee Vee Snacks Value Pack Biscuits Malt Sticks,5.5,$1.75 per 100G,315g,,,"[""96733 ARNOTT'S BISCUITS LTD (NSW DIV)""]",pantry,Available,https://shop.coles.com.au/a/national/product/value-pack-malt-sticks,2021-04-23
3595662P,Babylove,Unisex Cosifit Walker Jumbo Nappy 12-17 Kg Size 5,25.0,$0.40 per 1Ea,62 pack,27.0,Specials,['386332 UNICHARM AUSTRALASIA'],baby,Available,https://shop.coles.com.au/a/national/product/babylove-cosifit-box-nappies-walker-jumbo,2021-04-23
9778360P,Bonvit,Psyllium Husks,13.4,$2.68 per 100G,500g,,,"['736296 NATURES COMMONSCENTS P/L', '672521 HEALTHZONE SOLUTIONS (RECEIVERS', '980270 M&K GROUP PTY LTD']",kids-lunch-box,Available,https://shop.coles.com.au/a/national/product/bonvit-psyllium-husks,2021-04-23
91673P,Tasmanian Heritage,Camembert,5.25,$42.00 per 1Kg,125g,,,"['988709 SAPUTO DAIRY AUSTRALIA (SDA4)', '971478 WARRNAMBOOL CHEESE & BUTTER', '265454 LD & D AUST P/L']",dairy--eggs-meals,Available,https://shop.coles.com.au/a/national/product/tasmanian-heritage-cheese-camembert,2021-04-23
3938770P,Post-it,Super Sticky Notes Miami,5.3,$1.77 per 1Ea,3 pack,,,"['952774 3M (AUST) P/L X-DOCK', '46868 3M (AUST) P/L']",household,Available,https://shop.coles.com.au/a/national/product/notes-miami,2021-04-23
8505714P,Maybelline,Super Stay Forever Chestnut 115 Lipstick,12.0,$66.67 per 10mL,1.8mL,24.0,Specials,"[""720488 L'OREAL AUST P/L"", ""952096 L'OREAL AUST P/L (X-DOCK)""]",health-beauty,Available,https://shop.coles.com.au/a/national/product/maybelline-superstay-lip-colour-forever-chestnut,2021-04-23
2915542P,Wellness Road,Almond Spread,8.0,$3.20 per 100G,250g,,,['653233 MELROSE HEALTH SUPPLIES'],mothers-day,Available,https://shop.coles.com.au/a/national/product/coles-almond-butter,2021-04-23
2917810P,Patak's,Cashew & Coconut Simmer Sauce Mild,3.5,$0.78 per 100G,450g,4.5,Specials,['962410 AB WORLD FOODS P/L'],pantry,Available,https://shop.coles.com.au/a/national/product/pataks-simmer-sauce-coconut-cashew-450g,2021-04-23
3733110P,Liquid Ears,Tws Bud Black,39.0,$39.00 per 1Ea,1 pack,,,['967823 CREST ELECTRONICS'],household,Available,https://shop.coles.com.au/a/national/product/liquid-ears-tws-bud-black,2021-04-23
854210P,Magazine,That's Life Mega Monthly,4.99,$4.99 per 1Ea,1 each,,,"['945508 BAUER MEDIA LIMITED', '19771 OVATO RETAIL DISTRIBUTION PTY LT', '731706 NETWORK SERV']",household,Available,https://shop.coles.com.au/a/national/product/cosmopolitan-,2021-04-23
6835015P,Moccona,Classic Dark Roast Instant Coffee,16.0,$4.00 per 100G,400g,24.0,Specials,"['633861 JACOBS DOUWE EGBERTS AU P/L', '145823 OVERSEAS SUPPLIER', '971141 JACOBS DOUWE EGBERTS AU P/L']",pantry,Available,https://shop.coles.com.au/a/national/product/moccona-classic-coffee-freeze-dried-dark,2021-04-23
9861747P,McCain,Frozen Ultra Thin Crust Pepperoni Pizza,5.5,$1.77 per 100G,310g,7.5,Specials,['32557 MCCAIN FOOD AUST P/L'],entertaining-at-home,Available,https://shop.coles.com.au/a/national/product/mccain-ultra-thin-pizza-pepperoni,2021-04-23
3871760P,Whiskas,Adult Dry Cat Food With Chicken And Rabbit,14.0,$0.47 per 100G,3kg,,,['966183 MARS PETCARE AUSTRALIA (DRY)'],pet,Available,https://shop.coles.com.au/a/national/product/wth-chicken-and-rabbit,2021-04-23
1996436P,Nivea,Stress Protect Aerosol Antiperspirant Deodorant,6.5,$2.60 per 100mL,250mL,,,['936507 BEIERSDORF AUST LTD'],health-beauty,Available,https://shop.coles.com.au/a/national/product/nivea--stress-protect-aerosol-deodorant-spray,2021-04-23
9283061P,Parker's,Original Pretzels 6 pack,3.1,$2.07 per 100G,150g,,Specials,['651451 THE SMITHS SNACKFOOD P/L'],pantry,Available,https://shop.coles.com.au/a/national/product/parkers-pretzels-original,2021-04-23
2825199P,Farmers Market,Hickory Beef & Herbs In Gravy Dog Food,1.5,$1.50 per 100G,100g,,,"['972118 REAL PET FOOD COMPANY', '959649 AUSTRALIAN PET BRANDS P/L WET (P']",pet,Available,https://shop.coles.com.au/a/national/product/farmers-market-dog-food-hickory-beef-herbs-in-grv,2021-04-23
2599602P,Barilla,Gluten Free Spaghetti Pasta,3.8,$1.12 per 100G,340g,,,"['939143 BARILLA AUST P/L', '968533 BARILLA AUST P/L']",pantry,Available,https://shop.coles.com.au/a/national/product/barilla-gluten-free-spaghetti-pasta,2021-04-23
4394123P,Perfect Italiano,Extra Sharp Parmesan Cheese,5.0,$25.00 per 1Kg,200g,6.1,Specials,['322385 FONTERRA BRANDS (AUST) P/L'],dairy--eggs-meals,Available,https://shop.coles.com.au/a/national/product/perfect-italiano-cheese-block-parmesan-extra-sharp,2021-04-23
6988355P,Fantastic,Beef Noodles Bowl,1.6,$1.88 per 100G,85g,,,['68021 SAN REMO MACARONI CO P/L ACCT 1'],pantry,Available,https://shop.coles.com.au/a/national/product/fantastic-noodles-bowl-beef,2021-04-23
3607740P,Casalingo,New York Style Brisket Pastrami,70.0,$35.00 per 1Kg,approx. 2Kg each,,,['975635 CASALINGO SMALLGOODS'],meat-seafood-deli,Available,https://shop.coles.com.au/a/national/product/casalingo-new-york-style-brisket-pastrami-3607740p,2021-04-23
8146087P,Primo,Shredded Ham Twin Pack,4.6,$15.33 per 1Kg,300g,,,['328677 PRIMO FOODS PTY LTD'],dairy--eggs-meals,Available,https://shop.coles.com.au/a/national/product/primo-ham-shredded-twin-pack,2021-04-23
3930530P,Taste Traders,Fig- Pepper & Honey Gourmet Crackers,3.0,$3.00 per 100G,100g,3.8,Specials,['959609 SOURCE FOOD & DRINK (HOUSEBRAND)'],pantry,Available,https://shop.coles.com.au/a/national/product/crackers-fig-pepper-honey,2021-04-23
238716P,Eskal,Schmalz Herring,6.7,$17.87 per 1Kg,375g,,,"['656186 COLES SUPERMARKETS (EXP)', '616711 TRIALIA FOODS AUST P/L']",international-foods,Available,https://shop.coles.com.au/a/national/product/eskal-herring-schmalz,2021-04-23
3994952P,Uncle Tobys,Oats Delicious Blends Roasted Almond Currant & Maple,2.75,$0.86 per 100G,320g,5.5,Specials,"['603481 NESTLE AUST LTD (UNCLE TOBYS)', '942359 COLES EXPRESS']",pantry,Available,https://shop.coles.com.au/a/national/product/almond-currant-maple,2021-04-23
3846354P,Carman's,Bar Nut Almond Cashew & Cranberry,3.0,$0.67 per 100G,45g,,Specials,"[""943459 CARMAN'S""]",kids-lunch-box,Available,https://shop.coles.com.au/a/national/product/carmans-bar-nut-almond-cashew-cranberry-45g,2021-04-23
1418167P,Mildura,Orange & Passionfruit Drink Chilled,4.91,$1.64 per 1L,3L,,,['4111 LD & D AUST P/L'],drinks,Available,https://shop.coles.com.au/a/national/product/mildura-25%25-orange-passionfruit-fruit-drink-chill,2021-04-23
5028834P,Coles,Meat Pie Single,0.75,$0.50 per 100G,150g,,,"['968806 SARGENTS PTY LTD (HOUSEBRAND)', '953111 PATTIES FO', '630543 SARGENTS P', '238295 TASTEE PRO', '937125 BALFOURS P']",frozen,Available,https://shop.coles.com.au/a/national/product/coles-smart-buy-pie-meat-single-frozen,2021-04-23
6867033P,Coles,Figs Loose,1.7,$1.70 per 1Ea,1 each,,Specials,"['942633 CARTER & SPENCER NORTH QLD', '97446 CARTER & SPENCER GROUP P/L', '933347 COSTAS (TASMANIA)', '939312 FRESH PRODUCE DC (NSW)', '414760 ST GEORGE PROD PTY LTD', '939301 FRESH PRODUCE DC (WA)', ""635235 COSTA'S P/L (VIC DC)""]",fruit-vegetables,Available,https://shop.coles.com.au/a/national/product/figs-fresh,2021-04-23
9716453P,Olay,Regenerist Advanced Anti-Ageing Revitalising Hydration Face Cream,32.5,$65.00 per 100mL,50mL,,,['422720 PROCTER & GAMBLE AUST P/L'],health-beauty,Available,https://shop.coles.com.au/a/national/product/olay-regenerist-revitalzing-cream,2021-04-23
3119564P,Cook & Dine,Cutting Mats,5.0,$1.25 per 1Ea,4 pack,,,"['962438 H & H ASIA LTD', '975760 GLOBALEYES DISTRIBUTION PTY LTD']",household,Available,https://shop.coles.com.au/a/national/product/cook-dine-cutting-mats-4-pack,2021-04-23
5735558P,Farmers Union,Greek Style Natural Yoghurt,2.3,$1.15 per 100G,200g,,,['665231 LD & D AUST P/L'],dairy--eggs-meals,Available,https://shop.coles.com.au/a/national/product/farmers-union-yoghurt-greek-style-natural,2021-04-23
8842022P,Captain's Table,Classic Water Crackers,1.8,$1.44 per 100G,125g,,,['637882 KRAFT FOODS LTD (BISCUITS)'],pantry,Available,https://shop.coles.com.au/a/national/product/nabisco-water-crackers-captains-table,2021-04-23
6977600P,Always Fresh,Grissini Breadsticks Three Seed,3.7,$2.96 per 100G,125g,,Specials,['633534 RIVIANA FOODS P/L'],pantry,Available,https://shop.coles.com.au/a/national/product/always-fresh-grissini-breadsticks-thre-sed,2021-04-23
7054482P,TCC,Light Coconut Milk,1.5,$0.38 per 100mL,400mL,,,['641316 ORIENTAL MERCHANT P/L'],international-foods,Available,https://shop.coles.com.au/a/national/product/tcc-milk-coconut-extract-lite,2021-04-23
236175P,Praise,Traditional Mayonnaise,4.2,$0.89 per 100G,470g,,,['377996 GFCF (MEAD'],pantry,Available,https://shop.coles.com.au/a/national/product/praise-mayonnaise-traditional,2021-04-23
3164252P,Thursday Plantation,Peppermint Oil,11.37,$45.48 per 100mL,25mL,13.0,Specials,['429546 INTEGRIA HEALTH CARE'],health-beauty,Available,https://shop.coles.com.au/a/national/product/thursday-plantation-peppermint-oil,2021-04-23
3742687P,Schmackos,Stix With Beef Dog Treat,6.0,$3.00 per 100G,200g,,,['966183 MARS PETCARE AUSTRALIA (DRY)'],pet,Available,https://shop.coles.com.au/a/national/product/schmackos-dog-treats-stix-with-bef,2021-04-23
3580202P,I&J,The Finest Frozen Squid Tubes,9.5,$9.50 per 1Kg,1kg,12.0,Specials,['14729 SIMPLOT AUST P/L'],frozen,Available,https://shop.coles.com.au/a/national/product/i-j-squid-tube,2021-04-23
8930323P,Twinings,Australian Afternoon Tea Bags 10 pack,2.9,$0.29 per 1Ea,20g,,Specials,['941157 TWININGS & CO'],drinks,Available,https://shop.coles.com.au/a/national/product/twinings-tea-bags-australian-afternoon,2021-04-23
2999418P,Nudie,Nothing But Juice Orange,9.0,$3.00 per 1L,3L,10.0,Specials,['942142 NUDIE FOODS AUST P/L'],drinks,Available,https://shop.coles.com.au/a/national/product/nudie-nothing-but-orange-juice-with-pulp,2021-04-23
2981966P,Bonds,Mens Logo Light No Show SYTK4G Size 11-14,15.0,,4 pack,,,['936477 PACIFIC BRANDS HOSIERY GROUP (X-'],household,Available,https://shop.coles.com.au/a/national/product/mens-bonds-logo-light-no-show-sytk4g-size-11-14,2021-04-23
2360991P,Passage Foods,Passage To India Butter Chicken Simmer Sauce Pouch Extra Mild,2.35,$0.63 per 100G,375g,4.7,Specials,['943163 PASSAGE FOODS P/L'],pantry,Available,https://shop.coles.com.au/a/national/product/passage-to-india-extra-mild-butter-chicken-simmer-sauce,2021-04-23
3592176P,Coles,Tortoiseshell Claw Grips Black,5.6,$2.80 per 1Ea,2 pack,,,"['976352 NINGBO RAFFINI IMPORT & EXPORT C', '939013 COLES SUPERMARKETS P/L']",kids-lunch-box,Available,https://shop.coles.com.au/a/national/product/coles-claw-grip-regular-tortoiseshell-black,2021-04-23
